number,solution,myTime,bp1time,bp2time,bp3time
75876,76578,0.0095,0.0074,0.3617,0.5438
75883,78358,0.0231,0.0908,2.3457,1.9247
75891,75918,0.014,0.0054,0.019,0.0287
75918,75981,0.0133,0.0064,0.0388,0.0385
75927,75972,0.0121,0.0075,0.0262,0.1537
75948,75984,0.6023,0.0058,0.0208,0.0211
75959,75995,0.0078,0.0041,0.0221,0.0238
75963,76359,0.0118,0.0049,0.1793,0.1908
75964,76459,0.0085,0.0042,0.2871,0.473
75967,75976,0.0391,0.0107,0.0222,0.0173
75985,78559,0.0326,0.0106,2.2052,1.4897
75990,79059,0.0113,0.0048,1.7022,2.0319
75996,76599,0.0213,0.0058,0.4524,0.7846
75999,79599,0.0086,0.0037,2.1209,1.9879
76013,76031,0.0096,0.0053,0.0139,0.0137
76016,76061,0.0129,0.0067,0.0289,0.0327
76023,76032,0.0285,0.0061,0.0094,0.0121
76026,76062,0.0069,0.0035,0.0213,0.0252
76032,76203,0.0105,0.0042,0.0946,0.095
76040,76400,0.009,0.0045,0.1458,0.1775
76044,76404,0.0176,0.0064,0.2005,0.222
76048,76084,0.026,0.0046,0.0184,0.0203
76054,76405,0.0102,0.0048,0.1564,0.1725
76059,76095,0.0073,0.0038,0.0238,0.031
76062,76206,0.0146,0.0066,0.0712,0.0725
76084,76408,0.0101,0.005,0.2224,0.1794
76092,76209,0.0596,0.007,0.5602,0.1596
76094,76409,0.0079,0.0036,0.1615,0.1706
76095,76509,0.0118,0.019,0.1961,0.2522
76097,76709,0.0077,0.0039,0.2568,0.3239
76101,76110,0.0087,0.004,0.0095,0.0089
76116,76161,0.0279,0.0081,0.0396,0.0689
76134,76143,0.0122,0.0047,0.0099,0.0087
76136,76163,0.0097,0.0044,0.0168,0.0271
76144,76414,0.0079,0.0037,0.1327,0.1639
76158,76185,0.0074,0.0038,0.0198,0.0197
76170,76701,0.0243,0.0059,0.23,0.4128
76202,76220,0.0054,0.005,0.0111,0.0139
76229,76292,0.0054,0.0031,0.0337,0.0359
76233,76323,0.012,0.0053,0.048,0.047
76237,76273,0.0095,0.0041,0.0197,0.0228
76241,76412,0.0124,0.02,0.1632,0.1773
76245,76254,0.0113,0.0057,0.0113,0.0097
76257,76275,0.0166,0.0059,0.0145,0.0169
76267,76276,0.0115,0.0051,0.0108,0.0095
76284,76428,0.0085,0.0064,0.0666,0.0728
76298,76829,0.0093,0.0051,0.321,0.3451
76308,76380,0.007,0.0036,0.0344,0.0412
76317,76371,0.008,0.0042,0.0303,0.0363
76364,76436,0.0097,0.0043,0.0382,0.3336
76375,76537,0.01,0.0059,0.063,0.0783
76418,76481,0.006,0.0033,0.0335,0.0375
76420,-1,0.0219,0.137,0.0107,0.0105
76422,-1,0.0132,0.0013,0.0105,0.0028
76429,76492,0.0048,0.0028,0.0358,0.0372
76440,-1,0.0081,0.0012,0.0044,0.0026
76452,76524,0.0134,0.0052,0.1075,0.0517
76468,76486,0.0103,0.0094,0.0155,0.016
76471,76714,0.0403,0.0133,0.3318,0.1899
76473,76734,0.0072,0.0037,0.1165,0.1256
76476,76647,0.0086,0.0041,0.1677,0.1915
76483,76834,0.0125,0.0057,0.161,0.1649
76484,76844,0.0079,0.0037,0.1771,0.1902
76513,76531,0.007,0.0064,0.0125,0.0128
76560,76605,0.0089,0.0043,0.0259,0.0269
76565,76655,0.0098,0.0033,0.0473,0.0511
76570,76705,0.0103,0.0051,0.0785,0.0817
76584,76845,0.0079,0.0041,0.1374,0.137
76602,76620,0.01,0.0052,0.0118,0.0134
76613,76631,0.007,0.0035,0.0127,0.0132
76622,-1,0.0074,0.0012,0.0044,0.0026
76628,76682,0.0058,0.0054,0.0252,0.0303
76631,-1,0.0057,0.0011,0.0035,0.0022
76645,76654,0.0067,0.0034,0.0109,0.0082
76663,-1,0.007,0.0011,0.0035,0.0028
76677,76767,0.0078,0.0039,0.0525,0.0545
76704,76740,0.0089,0.0044,0.0226,0.0233
76709,76790,0.0136,0.0062,0.0417,0.0413
76711,77116,0.0138,0.0055,0.2452,0.3494
76720,77026,0.0068,0.0035,0.16,0.2014
76721,77126,0.0199,0.0058,0.1973,0.2008
76728,76782,0.0084,0.004,0.0319,0.0441
76758,76785,0.0098,0.0047,0.0201,0.0199
76760,77066,0.0128,0.0054,0.158,0.1544
76763,77366,0.0144,0.0066,0.2878,0.29
76777,77677,0.0095,0.0043,0.4878,0.6598
76813,76831,0.0076,0.004,0.0125,0.0122
76827,76872,0.0084,0.0041,0.0289,0.0291
76831,78136,0.0112,0.0079,0.6068,0.6248
76835,76853,0.0073,0.0037,0.0132,0.0128
76842,78246,0.0135,0.0051,0.8183,0.7506
76846,76864,0.009,0.0046,0.0137,0.0129
76848,76884,0.0058,0.0033,0.026,0.0236
76856,76865,0.0049,0.0027,0.0082,0.0072
76858,76885,0.0063,0.0034,0.0153,0.0171
76861,78166,0.0089,0.0138,0.6669,0.6866
76868,76886,0.0058,0.0033,0.0138,0.0234
76873,77368,0.0072,0.0036,0.2263,0.2788
76889,76898,0.0074,0.0567,0.0098,0.0112
76893,76938,0.0087,0.0041,0.0267,0.0289
76897,76978,0.0101,0.0054,0.0419,0.0424
76900,79006,0.0077,0.0039,2.2803,3.067
76925,76952,0.004,0.0025,0.0146,0.0165
76926,76962,0.0083,0.0048,0.0188,0.0206
76945,76954,0.0086,0.0045,0.0077,0.0077
76969,76996,0.0067,0.0032,0.0191,0.0183
76970,77069,0.0135,0.0062,0.0415,0.053
76982,78269,0.0105,0.0038,0.7056,0.7512
76988,78689,0.0101,0.0044,0.8323,1.0046
76999,79699,0.0062,0.003,1.3366,1.4028
77000,-1,0.0105,0.002,0.003,0.0025
77001,77010,0.0072,0.0042,0.008,0.0106
77002,77020,0.0103,0.0052,0.0128,0.0144
77014,77041,0.0052,0.0031,0.0174,0.0184
77019,77091,0.0181,0.0054,0.0383,0.0532
77025,77052,0.0076,0.0041,0.014,0.0157
77027,77072,0.0054,0.003,0.0252,0.0277
77030,77300,0.0097,0.0046,0.1847,0.2604
77033,77303,0.0151,0.0053,0.2101,0.1744
77036,77063,0.0305,0.0085,0.0341,0.0331
77038,77083,0.0069,0.0039,0.0256,0.0306
77056,77065,0.0145,0.0064,0.0098,0.0256
77071,77107,0.0161,0.008,0.0234,0.0356
77078,77087,0.005,0.0028,0.0077,0.0083
77083,77308,0.0099,0.0049,0.1226,0.1316
77096,77609,0.0185,0.0076,0.2226,0.2527
77115,77151,0.0101,0.0238,0.0814,0.027
77117,77171,0.0054,0.0033,0.0322,0.0332
77136,77163,0.0088,0.0041,0.0198,0.0213
77141,77411,0.0089,0.0046,0.1293,0.1587
77168,77186,0.0085,0.0041,0.0128,0.0146
77172,77217,0.0097,0.0044,0.0261,0.0353
77176,77617,0.0061,0.0036,0.5141,0.2311
77181,77811,0.0136,0.0054,0.3726,0.3994
77186,77618,0.0065,0.0033,0.2453,0.6723
77204,77240,0.0075,0.0038,0.0202,0.0237
77209,77290,0.0043,0.0026,0.0416,0.0456
77222,-1,0.0056,0.0011,0.0032,0.0023
77228,77282,0.0081,0.0067,0.0314,0.0337
77233,77323,0.007,0.0046,0.041,0.0452
77241,77412,0.0123,0.0054,0.0865,0.0963
77254,77425,0.0098,0.0051,0.0854,0.0961
77263,77326,0.0119,0.0053,0.053,0.0468
77267,77276,0.0079,0.0041,0.0086,0.0094
77294,77429,0.0072,0.0041,0.0712,0.0765
77296,77629,0.0118,0.0053,0.2073,0.2629
77346,77364,0.0056,0.0031,0.0129,0.013
77357,77375,0.0054,0.0029,0.0115,0.0119
77368,77386,0.0074,0.0039,0.0127,0.0125
77377,77737,0.0147,0.0107,0.1714,0.1769
77390,77903,0.0084,0.0041,0.2705,0.2787
77415,77451,0.0072,0.0034,0.0185,0.022
77424,77442,0.0065,0.0035,0.0109,0.013
77435,77453,0.0066,0.0037,0.0138,0.0133
77440,-1,0.0115,0.0012,0.0054,0.0047
77457,77475,0.006,0.0032,0.0134,0.0125
77458,77485,0.0074,0.0039,0.019,0.0181
77468,77486,0.0089,0.0076,0.0128,0.0138
77496,77649,0.0142,0.0058,0.0861,0.2058
77504,77540,0.012,0.0058,0.02,0.0257
77511,-1,0.0065,0.0014,0.0035,0.0023
77514,77541,0.0104,0.0049,0.0177,0.0235
77518,77581,0.0081,0.0047,0.0311,0.0341
77524,77542,0.0276,0.0095,0.0247,0.0215
77540,-1,0.0069,0.0011,0.0039,0.0026
77543,-1,0.0156,0.0019,0.0083,0.0039
77544,-1,0.0043,0.0007,0.0023,0.0016
77579,77597,0.0118,0.0049,0.0143,0.0161
77595,77955,0.0223,0.0084,0.3293,0.2645
77599,77959,0.0074,0.0039,0.1708,0.1868
77608,77680,0.0052,0.0047,0.0363,0.0369
77618,77681,0.0056,0.0032,0.0283,0.0408
77619,77691,0.0095,0.0045,0.0334,0.0425
77637,77673,0.0067,0.0036,0.0189,0.0263
77646,77664,0.0085,0.0046,0.01,0.0121
77652,-1,0.0042,0.0009,0.0024,0.0017
77672,77726,0.011,0.0304,0.0471,0.0306
77682,77826,0.0478,0.0058,0.0867,0.0775
77693,77936,0.0052,0.0048,0.1151,0.1187
77696,77966,0.0154,0.0063,0.1659,0.1517
77697,77769,0.0151,0.0077,0.0321,0.0379
77698,77869,0.0063,0.0031,0.082,0.0907
77702,77720,0.007,0.0039,0.0124,0.0129
77709,77790,0.0058,0.003,0.0404,0.0545
77713,77731,0.0075,0.0043,0.011,0.012
77720,-1,0.0075,0.0012,0.0037,0.0026
77733,-1,0.0063,0.001,0.0034,0.0022
77735,77753,0.0052,0.0029,0.0123,0.0131
77741,-1,0.0062,0.0012,0.0036,0.004
77747,77774,0.0062,0.0035,0.0135,0.0165
77752,-1,0.0098,0.0034,0.0067,0.0052
77753,-1,0.0072,0.0013,0.0038,0.0026
77784,77847,0.0079,0.0039,0.0387,0.0369
77788,77878,0.0296,0.0077,0.0716,0.1855
77791,77917,0.0081,0.0038,0.0732,0.0712
77796,77967,0.0119,0.0058,0.0995,0.0829
77798,77879,0.0113,0.0048,0.0417,0.0483
77802,77820,0.0241,0.0099,0.0481,0.0457
77823,77832,0.0095,0.0044,0.0113,0.0088
77836,77863,0.0043,0.0026,0.0153,0.0152
77839,77893,0.0078,0.004,0.0278,0.0293
77849,77894,0.0053,0.0029,0.0259,0.0254
77856,77865,0.0097,0.006,0.0077,0.0086
77869,77896,0.0105,0.0052,0.0194,0.0535
77879,77897,0.0044,0.0027,0.0113,0.0114
77880,78078,0.0123,0.0048,0.1214,0.1134
77885,78578,0.0077,0.0038,0.3508,0.373
77889,77898,0.0049,0.0029,0.0079,0.0074
77903,77930,0.0327,0.018,0.0572,0.0377
77922,79227,0.0095,0.0042,0.6404,0.6978
77923,77932,0.0073,0.0035,0.0088,0.0081
77925,77952,0.0101,0.0066,0.064,0.0208
77935,77953,0.0067,0.0037,0.0135,0.0133
77937,77973,0.0061,0.0034,0.0252,0.0256
77938,77983,0.0074,0.004,0.0281,0.0271
77960,79067,0.0124,0.0053,0.5172,0.7853
77978,77987,0.0061,0.0024,0.037,0.0096
78002,78020,0.0101,0.004,0.017,0.014
78009,78090,0.0129,0.0049,0.0651,0.0777
78027,78072,0.0081,0.0045,0.0249,0.0285
78031,78103,0.0065,0.0034,0.0382,0.0469
78038,78083,0.0064,0.0056,0.0311,0.0265
78039,78093,0.133,0.0074,0.0604,0.0713
78044,78404,0.0061,0.0031,0.1628,0.1953
78060,78600,0.0107,0.0047,0.3024,0.3436
78065,78506,0.0088,0.0042,0.2136,0.2516
78066,78606,0.0072,0.0038,0.3121,0.3178
78077,78707,0.0071,0.0035,0.3394,0.4211
78103,78130,0.0087,0.004,0.0198,0.0193
78110,80117,0.0152,0.0059,0.9495,0.9692
78115,78151,0.029,0.0086,0.0501,0.0462
78120,78201,0.0098,0.0048,0.045,0.072
78140,78401,0.0433,0.0048,0.1213,0.1733
78191,78911,0.0116,0.0047,0.3639,0.495
78194,78419,0.0135,0.0056,0.1218,0.222
78198,78819,0.0059,0.003,0.3004,0.3305
78244,78424,0.0103,0.0044,0.089,0.0964
78248,78284,0.0141,0.0062,0.0178,0.0218
78264,78426,0.0096,0.0049,0.1,0.097
78274,78427,0.0133,0.0056,0.0934,0.0967
78289,78298,0.0047,0.0192,0.0087,0.008
78295,78529,0.0089,0.0044,0.1895,0.2075
78306,78360,0.006,0.0035,0.034,0.0346
78322,82237,0.0097,0.0045,2.4957,2.1884
78334,78343,0.0068,0.0038,0.0089,0.0088
78336,78363,0.0071,0.0041,0.0177,0.0204
78339,78393,0.0126,0.006,0.026,0.034
78353,78533,0.0073,0.0063,0.0898,0.1146
78396,78639,0.0099,0.0051,0.1244,0.1371
78416,78461,0.0079,0.0041,0.0273,0.0287
78431,81347,0.0077,0.0057,1.2965,1.7913
78436,78463,0.0084,0.0041,0.018,0.0176
78443,83447,0.0079,0.0037,3.1081,3.1066
78446,78464,0.0103,0.0049,0.0133,0.014
78450,78504,0.007,0.0035,0.0329,0.0329
78480,78804,0.0155,0.007,0.1733,0.1813
78485,78548,0.0145,0.0069,0.0365,0.0364
78486,78648,0.0064,0.0033,0.1038,0.1018
78489,78498,0.0103,0.0047,0.0085,0.0094
78502,78520,0.0078,0.0041,0.0147,0.0126
78506,78560,0.0139,0.0066,0.0256,0.0306
78512,78521,0.0075,0.004,0.0076,0.0094
78515,78551,0.0066,0.0035,0.0223,0.0234
78547,78574,0.0082,0.0043,0.021,0.0183
78551,81557,0.0121,0.0242,2.0187,2.1119
78556,78565,0.0094,0.0057,0.021,0.0093
78561,78615,0.0048,0.003,0.0315,0.0416
78577,78757,0.0058,0.0028,0.0884,0.0973
78601,78610,0.012,0.0048,0.0095,0.0087
78603,78630,0.0131,0.0063,0.0297,0.0415
78609,78690,0.0074,0.004,0.0468,0.0555
78620,80267,0.01,0.0043,1.18,1.0403
78625,78652,0.0104,0.0052,0.0191,0.0194
78629,78692,0.0175,0.0078,0.0645,0.0721
78630,80367,0.0499,0.0223,1.7872,0.8293
78634,78643,0.0048,0.0025,0.0071,0.0075
78655,85567,0.0092,0.0043,4.0697,6.1432
78657,78675,0.0069,0.0037,0.0135,0.0137
78665,85667,0.0859,0.0058,4.1629,6.5836
78668,78686,0.0089,0.0045,0.0127,0.0143
78674,78746,0.0325,0.0098,0.0966,0.0889
78675,78756,0.0222,0.0088,0.0493,0.0545
78690,78906,0.0095,0.0046,0.1081,0.1257
78695,78956,0.0087,0.0041,0.122,0.1498
78701,78710,0.01,0.0048,0.0108,0.0099
78716,78761,0.0049,0.0031,0.0265,0.0276
78722,82277,0.01,0.0049,1.779,2.187
78731,81377,0.0147,0.0066,1.5306,1.3076
78739,78793,0.0093,0.0045,0.0318,0.0723
78743,83477,0.0067,0.0054,2.5054,2.3686
78744,84477,0.017,0.0055,4.1573,5.2175
78745,78754,0.0123,0.0085,0.0166,0.0169
78747,78774,0.0098,0.0047,0.0201,0.0221
78750,80577,0.0092,0.0043,1.0176,1.0879
78753,83577,0.0099,0.0042,2.6089,2.6206
78765,85677,0.0885,0.008,5.1542,5.6629
78771,81777,0.0137,0.0058,1.4941,1.7021
78772,82777,0.013,0.005,1.8066,2.3229
78781,78817,0.0085,0.0041,0.0216,0.0236
78787,78877,0.008,0.0039,0.0481,0.048
78792,78927,0.0091,0.0046,0.0816,0.0832
78805,78850,0.0085,0.0045,0.0272,0.0272
78859,78895,0.0088,0.0044,0.0198,0.0194
78865,85678,0.0078,0.0038,3.8314,3.9394
78917,78971,0.0101,0.0048,0.0356,0.0358
78945,78954,0.006,0.0034,0.0085,0.0079
78947,78974,0.0068,0.0033,0.0177,0.0172
78958,78985,0.0068,0.0034,0.0175,0.0174
78963,79368,0.0096,0.0043,0.2042,0.2141
78982,79288,0.0092,0.0044,0.1531,0.2054
78988,79888,0.0105,0.0067,0.487,0.4927
78990,79089,0.0093,0.0042,0.0506,0.055
79000,90007,0.0137,0.0058,6.1652,7.928
79006,79060,0.0057,0.005,0.0292,0.0305
79012,79021,0.0083,0.0045,0.0091,0.0088
79013,79031,0.0077,0.0042,0.012,0.014
79040,79400,0.0139,0.0058,0.3328,0.226
79042,79204,0.0146,0.0052,0.0949,0.1304
79054,79405,0.0098,0.0045,0.1583,0.1684
79061,79106,0.0128,0.005,0.0265,0.0296
79081,79108,0.0115,0.0054,0.0158,0.0174
79100,90017,0.0104,0.0076,5.3251,5.8202
79104,79140,0.0309,0.0073,0.0283,0.0252
79108,79180,0.0091,0.0045,0.0393,0.0417
79115,79151,0.0113,0.0045,0.0247,0.0221
79132,79213,0.0089,0.0031,0.0417,0.0434
79137,79173,0.0197,0.0083,0.0423,0.0411
79141,79411,0.0097,0.0045,0.161,0.502
79193,79319,0.0059,0.0034,0.0599,0.0774
79194,79419,0.016,0.0049,0.2519,0.2621
79195,79519,0.0085,0.0066,0.1565,0.2018
79216,79261,0.0066,0.0048,0.0254,0.0259
79224,79242,0.0056,0.0033,0.0126,0.0157
79236,79263,0.0058,0.0031,0.016,0.0171
79237,79273,0.0088,0.0038,0.0242,0.0303
79253,79325,0.0145,0.0093,0.0691,0.0669
79259,79295,0.0065,0.0037,0.0227,0.0252
79271,79712,0.0058,0.0053,0.1895,0.2144
79273,79327,0.0079,0.005,0.043,0.0302
79284,79428,0.0075,0.0039,0.0746,0.082
79285,79528,0.0162,0.0092,0.302,0.2286
79294,79429,0.0163,0.0066,0.0842,0.1147
79298,79829,0.0076,0.0038,0.296,0.3062
79303,79330,0.0079,0.004,0.0188,0.0206
79308,79380,0.0061,0.0034,0.0388,0.0412
79311,91137,0.0105,0.0049,6.3517,7.1398
79326,79362,0.0112,0.0053,0.0195,0.0208
79328,79382,0.009,0.0049,0.0399,0.0366
79338,79383,0.0082,0.004,0.0287,0.0297
79345,79354,0.013,0.006,0.0082,0.0087
79348,79384,0.0067,0.0037,0.0229,0.0224
79353,79533,0.0073,0.0035,0.1253,0.0906
79371,79713,0.0162,0.0062,0.1938,0.2669
79375,79537,0.0095,0.0035,0.0915,0.0971
79392,79923,0.0136,0.0051,0.2733,0.2844
79400,90047,0.0097,0.0039,6.1345,6.1304
79415,79451,0.0067,0.0035,0.0187,0.0213
79424,79442,0.0321,0.0083,0.0182,0.0184
79429,79492,0.0052,0.0029,0.0339,0.0355
79436,79463,0.0143,0.0054,0.0282,0.0271
79441,91447,0.0092,0.004,6.4422,6.9141
79451,79514,0.0052,0.0027,0.0362,0.0367
79469,79496,0.0238,0.0062,0.0325,0.029
79477,79747,0.0076,0.0039,0.1484,0.1517
79483,79834,0.0079,0.0063,0.2396,0.214
79489,79498,0.0063,0.0038,0.0115,0.0107
79519,79591,0.0079,0.004,0.041,0.0423
79523,79532,0.0088,0.0045,0.0088,0.0082
79527,79572,0.0082,0.0041,0.0291,0.031
79528,79582,0.007,0.0035,0.0268,0.0316
79545,79554,0.0154,0.0118,0.0233,0.0127
79560,79605,0.0138,0.0064,0.0241,0.0279
79570,79705,0.0098,0.0048,0.0698,0.0691
79587,79758,0.0067,0.0035,0.1636,0.1042
79589,79598,0.0083,0.0047,0.0086,0.0086
79590,79905,0.0142,0.0065,0.1264,0.1506
79595,79955,0.0089,0.0052,0.2439,0.2151
79618,79681,0.0053,0.0027,0.0332,0.0355
79620,90267,0.0085,0.004,5.9881,8.7644
79630,90367,0.0123,0.005,5.819,7.801
79639,79693,0.0148,0.0088,0.0449,0.4169
79640,90467,0.0099,0.0047,11.6975,13.363
79642,92467,0.0106,0.005,7.3534,8.4327
79647,79674,0.007,0.0039,0.0597,0.0313
79669,79696,0.0068,0.0062,0.0172,0.0176
79678,79687,0.0073,0.0034,0.0078,0.0076
79681,79816,0.0103,0.0053,0.3368,0.0695
79701,79710,0.007,0.0057,0.0093,0.0091
79709,79790,0.0101,0.0045,0.0462,0.0482
79736,79763,0.0061,0.0031,0.0162,0.0183
79746,79764,0.009,0.0044,0.0145,0.014
79775,95777,0.0233,0.0109,8.6474,9.0508
79780,79807,0.0127,0.0054,0.0171,0.0189
79785,79857,0.0191,0.0077,0.0415,0.0454
79797,79977,0.0091,0.0044,0.0987,0.0979
79801,79810,0.0118,0.0055,0.0092,0.0128
79809,79890,0.0141,0.0059,0.0636,0.185
79821,81279,0.0107,0.0045,0.638,0.7718
79822,82279,0.0152,0.0059,1.2086,1.2151
79834,79843,0.0271,0.0106,0.019,0.0151
79842,82479,0.0071,0.0037,1.3082,1.4329
79845,79854,0.0077,0.0039,0.0075,0.0072
79847,79874,0.0115,0.0047,0.0312,0.0291
79873,83779,0.008,0.004,2.1109,2.0692
79876,86779,0.009,0.0045,4.6488,4.0726
79895,79958,0.0079,0.004,0.0362,0.0351
79896,79968,0.0095,0.0046,0.1859,0.2652
79905,79950,0.0087,0.0049,0.0466,0.0289
79910,90179,0.0079,0.0037,5.4907,6.1694
79930,90379,0.01,0.0044,5.5771,6.7623
79940,90479,0.0102,0.0043,5.5998,6.0518
79943,93479,0.0079,0.0038,8.9135,10.7904
79944,94479,0.0086,0.0041,8.2505,9.381
79949,79994,0.0052,0.0029,0.0254,0.0254
79991,91799,0.0089,0.0041,5.8388,8.7423
80015,80051,0.0052,0.0051,0.0228,0.0249
80021,80102,0.0312,0.012,0.0786,0.0824
80041,80104,0.0058,0.0032,0.0335,0.0368
80045,80054,0.0173,0.0075,0.014,0.0174
80059,80095,0.0056,0.0032,0.0187,0.0223
80072,80207,0.0106,0.0053,0.0737,0.1451
80083,80308,0.0089,0.0062,0.1227,0.1229
80087,80708,0.0101,0.0243,0.4049,0.3136
80089,80098,0.0103,0.0049,0.0074,0.0083
80091,80109,0.027,0.0078,0.0309,0.0275
80093,80309,0.0096,0.005,0.1093,0.1149
80117,80171,0.0134,0.005,0.0408,0.0361
80125,80152,0.0067,0.0037,0.0182,0.0183
80127,80172,0.0044,0.0029,0.0278,0.0302
80138,80183,0.0092,0.0072,0.0335,0.0308
80156,80165,0.0066,0.0037,0.0078,0.009
80163,80316,0.0062,0.0032,0.0818,0.086
80167,80176,0.0039,0.0025,0.0073,0.0074
80169,80196,0.0057,0.0032,0.0408,0.0692
80199,80919,0.0067,0.0035,0.4033,0.4779
80207,80270,0.0076,0.0042,0.0395,0.0391
80218,80281,0.0084,0.0045,0.0425,0.0413
80231,80312,0.0097,0.0043,0.0556,0.0717
80239,80293,0.0097,0.0346,0.0318,0.0352
80245,80254,0.0066,0.0035,0.0097,0.0086
80270,80702,0.0193,0.006,0.2743,0.3897
80275,80527,0.0211,0.007,0.1384,0.1427
80296,80629,0.0086,0.0071,0.1807,0.1903
80300,83000,0.0096,0.0041,1.5492,1.5812
80306,80360,0.0062,0.0035,0.0298,0.0352
80308,80380,0.0116,0.0053,0.0504,0.051
80309,80390,0.0047,0.0027,0.0431,0.0461
80311,81013,0.0126,0.0053,0.4289,0.899
80313,80331,0.0391,0.012,0.0267,0.0244
80320,82003,0.0088,0.0043,0.8141,1.2392
80325,80352,0.018,0.01,0.0614,0.0322
80336,80363,0.0109,0.0053,0.0168,0.0176
80362,80623,0.0381,0.0064,0.1729,0.2545
80364,80436,0.0086,0.0044,0.0581,0.0452
80368,80386,0.0093,0.0046,0.0144,0.0138
80369,80396,0.0112,0.0046,0.018,0.0207
80370,80703,0.013,0.0093,0.2192,0.2077
80371,80713,0.0087,0.0045,0.21,0.2106
80377,80737,0.0097,0.0045,0.2315,0.197
80388,80838,0.007,0.0035,0.2894,0.3058
80405,80450,0.0066,0.0031,0.026,0.0317
80408,80480,0.0254,0.01,0.0899,0.0884
80413,80431,0.012,0.0055,0.0193,0.0194
80415,80451,0.0254,0.0089,0.0411,0.0444
80460,80604,0.014,0.005,0.1138,0.089
80465,80546,0.0157,0.0055,0.0498,0.0564
80468,80486,0.0204,0.0054,0.0153,0.1005
80496,80649,0.0131,0.0056,0.0997,0.0884
80500,85000,0.0103,0.0049,2.1311,2.503
80501,80510,0.0099,0.0047,0.0096,0.0089
80510,81005,0.0128,0.0054,0.2484,0.2696
80511,81015,0.0312,0.01,0.3004,0.3029
80514,80541,0.0068,0.0036,0.0186,0.018
80519,80591,0.0084,0.0045,0.0447,0.0512
80522,82025,0.0304,0.0076,2.0168,0.8402
80538,80583,0.0083,0.0032,0.0291,0.0298
80552,82055,0.0061,0.0051,0.7193,1.0052
80562,80625,0.0103,0.0048,0.0424,0.0468
80563,80635,0.0098,0.0047,0.0409,0.0463
80564,80645,0.0098,0.0047,0.0421,0.048
80567,80576,0.0048,0.0027,0.0073,0.0073
80573,80735,0.0114,0.0055,0.0927,0.0986
80574,80745,0.0324,0.0065,0.0888,0.089
80585,80855,0.0083,0.0045,0.1528,0.1638
80587,80758,0.0331,0.0068,0.1092,0.0876
80592,80925,0.0079,0.0039,0.2526,0.187
80600,86000,0.016,0.0064,2.623,4.7669
80604,80640,0.0091,0.0043,0.0321,0.0262
80609,80690,0.0045,0.0029,0.0391,0.0489
80613,80631,0.0128,0.0103,0.0157,0.0163
80616,80661,0.0069,0.0055,0.0253,0.0287
80650,85006,0.0116,0.005,3.312,3.2698
80664,84066,0.0099,0.0044,1.8081,2.7911
80691,80916,0.0081,0.004,0.1162,0.1243
80693,80936,0.0091,0.0042,0.1754,0.201
80717,80771,0.0056,0.0029,0.0294,0.0397
80724,80742,0.0232,0.0078,0.0355,0.048
80745,80754,0.0058,0.0033,0.0085,0.0081
80782,80827,0.0101,0.0045,0.0307,0.0468
80794,80947,0.0087,0.004,0.0807,0.1044
80795,80957,0.0091,0.0044,0.0744,0.0877
80800,88000,0.0094,0.0046,4.6741,5.6354
80803,80830,0.0055,0.0032,0.0165,0.0185
80818,80881,0.0093,0.0033,0.0324,0.0444
80826,80862,0.0079,0.0042,0.0323,0.0343
80827,80872,0.0048,0.0028,0.0261,0.0271
80828,80882,0.0078,0.0042,0.0358,0.054
80847,80874,0.0112,0.0047,0.0171,0.0193
80869,80896,0.009,0.0043,0.0174,0.019
80874,84078,0.017,0.0063,1.9048,1.6118
80876,86078,0.0135,0.0055,5.9251,4.1953
80880,88008,0.0095,0.0046,3.7872,4.3644
80906,80960,0.0062,0.0033,0.2361,0.1517
80913,80931,0.0054,0.0031,0.0129,0.0116
80927,80972,0.0066,0.0037,0.0279,0.0279
80940,84009,0.006,0.005,1.4905,1.5254
80960,86009,0.0199,0.0072,2.27,2.715
80976,86079,0.0066,0.0034,2.6732,3.1475
80980,88009,0.0138,0.0062,4.2906,4.4112
81014,81041,0.0194,0.0087,0.0352,0.036
81026,81062,0.0048,0.0028,0.0188,0.0203
81034,81043,0.0095,0.0043,0.0092,0.0085
81043,81304,0.0268,0.0228,0.625,1.3112
81063,81306,0.0101,0.0053,0.1178,0.141
81072,81207,0.0136,0.0058,0.0826,0.093
81101,81110,0.0071,0.004,0.0063,0.0075
81120,81201,0.0075,0.0036,0.0462,0.0497
81124,81142,0.0061,0.0034,0.0124,0.013
81125,81152,0.0113,0.0043,0.022,0.0194
81131,81311,0.0122,0.0056,0.1182,0.1069
81133,81313,0.0092,0.0044,0.1215,0.1175
81140,81401,0.0077,0.0062,0.277,0.1291
81149,81194,0.0042,0.0025,0.024,0.0568
81152,81215,0.0093,0.0042,0.0357,0.0374
81158,81185,0.009,0.0046,0.0218,0.0188
81165,81516,0.0085,0.0042,0.1858,0.1956
81173,81317,0.0134,0.0058,0.0993,0.0976
81187,81718,0.009,0.0045,0.3021,0.3076
81188,81818,0.0189,0.0072,0.3034,0.3202
81199,81919,0.0201,0.0081,0.9044,0.8579
81200,82001,0.0106,0.0054,0.7448,0.5992
81204,81240,0.0052,0.0026,0.0199,0.0209
81207,81270,0.0099,0.0049,0.0357,0.0426
81239,81293,0.0091,0.0046,0.0493,0.0394
81251,81512,0.0127,0.0057,0.1524,0.1569
81255,81525,0.0062,0.0031,0.1289,0.1392
